"Time of installation";"Operation type";"Package type";"Package name";"Package version";"Package publisher";"Package program";"Device name"
"04.03.2020 23:48:44";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"GUR-REAL-L091"
"04.03.2020 23:48:44";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"GUR-REAL-L091"
"04.03.2020 23:48:44";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20058)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"GUR-REAL-L091"
"04.03.2020 23:45:11";"installation";"program";"WinRAR 5.80 (64-bit)";"5.80.0";"win.rar GmbH";"WinRAR 5.80 (64-bit)";"GUR-BXII-L467"
"04.03.2020 23:45:11";"installation";"program";"Pocket Tanks Deluxe v1.3 By Argogo";"-";"-";"Pocket Tanks Deluxe v1.3 By Argogo";"GUR-BXII-L467"
"04.03.2020 23:45:04";"installation";"update";"KB4494174";"-";"Microsoft Corporation";"Windows Update";"NYC-STPG-L148"
"04.03.2020 23:45:04";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-STPG-L148"
"04.03.2020 23:45:04";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-STPG-L148"
"04.03.2020 23:44:55";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-BXII-L304"
"04.03.2020 23:44:55";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-BXII-L304"
"04.03.2020 23:44:55";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-BXII-L304"
"04.03.2020 23:44:36";"installation";"update";"KB4523202";"-";"Microsoft Corporation";"Windows Update";"NYC-STPG-L073"
"04.03.2020 23:44:36";"installation";"update";"KB4534318";"-";"Microsoft Corporation";"Windows Update";"NYC-STPG-L073"
"04.03.2020 23:44:36";"uninstallation";"update";"KB4534276";"-";"Microsoft Corporation";"Windows Update";"NYC-STPG-L073"
"04.03.2020 23:40:47";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-W938"
"04.03.2020 23:40:47";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-W938"
"04.03.2020 23:40:47";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-GSO-W938"
"04.03.2020 23:40:47";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20058)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-GSO-W938"
"04.03.2020 23:40:47";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-W938"
"04.03.2020 23:40:47";"uninstallation";"program";"Google Update Helper";"1.3.35.301";"Google LLC";"Google Update Helper";"NYC-GSO-W938"
"04.03.2020 23:40:47";"uninstallation";"program";"Adobe Acrobat DC";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-GSO-W938"
"04.03.2020 23:40:47";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-GSO-W938"
"04.03.2020 23:40:47";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-GSO-W938"
"04.03.2020 23:40:47";"uninstallation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20368";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"NYC-GSO-W938"
"04.03.2020 23:40:47";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-GSO-W938"
"04.03.2020 23:40:47";"uninstallation";"program";"Microsoft Visual Studio 2015";"-";"Microsoft Corporation";"Microsoft Visual Studio 2015";"NYC-GSO-W938"
"04.03.2020 23:40:47";"uninstallation";"program";"Microsoft Lync 2013";"-";"Microsoft";"Microsoft Lync 2013";"NYC-GSO-W938"
"04.03.2020 23:40:47";"installation";"program";"Microsoft Office 365 ProPlus - en-us";"16.0.11328.20512";"Microsoft Corporation";"Microsoft Office 365 ProPlus - en-us";"NYC-GSO-W938"
"04.03.2020 23:40:47";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-GSO-W938"
"04.03.2020 23:40:47";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-GSO-W938"
"04.03.2020 23:40:47";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-GSO-W938"
"04.03.2020 23:40:47";"installation";"program";"Google Update Helper";"1.3.35.341";"Google LLC";"Google Update Helper";"NYC-GSO-W938"
"04.03.2020 23:40:47";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-GSO-W938"
"04.03.2020 23:40:40";"installation";"update";"KB4523202";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"04.03.2020 23:40:40";"installation";"update";"KB4534318";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"04.03.2020 23:40:40";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-PEQG-L724"
"04.03.2020 23:40:40";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20058)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-PEQG-L724"
"04.03.2020 23:40:40";"uninstallation";"update";"KB4534276";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L724"
"04.03.2020 23:38:08";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-W939"
"04.03.2020 23:38:08";"installation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-GSO-W939"
"04.03.2020 23:38:08";"uninstallation";"update";"Adobe Acrobat Reader DC
 (19.010.20098)";"19.010.20098";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-GSO-W939"
"04.03.2020 23:38:08";"uninstallation";"program";"Adobe Acrobat Reader DC";"19.010.20098";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-GSO-W939"
"04.03.2020 23:38:08";"installation";"program";"Adobe Acrobat Reader DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-GSO-W939"
"04.03.2020 23:36:13";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-PEQG-L693"
"04.03.2020 23:36:13";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-PEQG-L693"
"04.03.2020 23:36:13";"uninstallation";"program";"MSN Weather";"4.34.13393.0";"Microsoft Corporation";"MSN Weather";"NYC-PEQG-L693"
"04.03.2020 23:36:13";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-PEQG-L693"
"04.03.2020 23:36:13";"installation";"program";"MSN Weather";"4.36.20503.0";"Microsoft Corporation";"MSN Weather";"NYC-PEQG-L693"
"04.03.2020 23:36:13";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-PEQG-L693"
"04.03.2020 23:33:49";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-PWM-L111"
"04.03.2020 23:33:49";"installation";"update";"KB4523202";"-";"Microsoft Corporation";"Windows Update";"NYC-PWM-L111"
"04.03.2020 23:33:49";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20058)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-PWM-L111"
"04.03.2020 23:33:09";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-GCS-L128"
"04.03.2020 23:33:09";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-GCS-L128"
"04.03.2020 23:31:55";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"SHG-REAL-L001"
"04.03.2020 23:30:41";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-FING-L385"
"04.03.2020 23:30:41";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-FING-L385"
"04.03.2020 23:26:44";"installation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-PEQG-L715"
"04.03.2020 23:26:44";"uninstallation";"update";"Adobe Acrobat Reader DC
 (19.021.20061)";"19.021.20047";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-PEQG-L715"
"04.03.2020 23:26:44";"uninstallation";"program";"Adobe Acrobat Reader DC";"19.021.20047";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-PEQG-L715"
"04.03.2020 23:26:44";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-PEQG-L715"
"04.03.2020 23:26:44";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-PEQG-L715"
"04.03.2020 23:26:44";"installation";"program";"Adobe Acrobat Reader DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat Reader DC";"NYC-PEQG-L715"
"04.03.2020 23:26:22";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L835"
"04.03.2020 23:26:22";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L835"
"04.03.2020 23:26:22";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L835"
"04.03.2020 23:26:22";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L835"
"04.03.2020 23:26:22";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20058)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L835"
"04.03.2020 23:26:22";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-REAL-L835"
"04.03.2020 23:26:22";"uninstallation";"program";"Adobe Acrobat DC";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L835"
"04.03.2020 23:26:22";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-REAL-L835"
"04.03.2020 23:26:22";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L835"
"04.03.2020 23:25:39";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-PWM-L163"
"04.03.2020 23:25:39";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-PWM-L163"
"04.03.2020 23:22:52";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"TOK-IRBD-L014"
"04.03.2020 23:20:48";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"HKG-PEQG-L123"
"04.03.2020 23:20:48";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"HKG-PEQG-L123"
"04.03.2020 23:14:46";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"HKG-GCH-L002"
"04.03.2020 23:14:46";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"HKG-GCH-L002"
"04.03.2020 23:14:46";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"HKG-GCH-L002"
"04.03.2020 23:14:46";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"HKG-GCH-L002"
"04.03.2020 23:11:48";"installation";"update";"KB4494174";"-";"Microsoft Corporation";"Windows Update";"HUS-GSO-L070"
"04.03.2020 23:11:48";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"HUS-GSO-L070"
"04.03.2020 23:11:48";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"HUS-GSO-L070"
"04.03.2020 23:11:30";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-FING-L508"
"04.03.2020 23:11:30";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-FING-L508"
"04.03.2020 23:11:30";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-FING-L508"
"04.03.2020 23:11:30";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-FING-L508"
"04.03.2020 23:08:45";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"GUR-FING-L160"
"04.03.2020 23:08:45";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"GUR-FING-L160"
"04.03.2020 23:08:23";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-GCS-L140"
"04.03.2020 23:08:23";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-GCS-L140"
"04.03.2020 23:08:07";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-BXII-L411"
"04.03.2020 23:08:07";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-BXII-L411"
"04.03.2020 23:03:57";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-PORT-L022"
"04.03.2020 23:03:57";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-PORT-L022"
"04.03.2020 23:03:57";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20058)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-PORT-L022"
"04.03.2020 23:03:37";"uninstallation";"update";"KB4489907";"-";"Microsoft Corporation";"Windows Update";"HKG-PEQG-L120"
"04.03.2020 23:01:00";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-HUMN-L167"
"04.03.2020 23:01:00";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-HUMN-L167"
"04.03.2020 22:59:30";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.010.20069";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L705"
"04.03.2020 22:59:30";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-FING-L705"
"04.03.2020 22:59:30";"uninstallation";"update";"Adobe Acrobat DC
 (19.010.20069)";"19.010.20069";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L705"
"04.03.2020 22:58:41";"installation";"update";"KB4534318";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L616"
"04.03.2020 22:58:41";"installation";"update";"KB4523202";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L616"
"04.03.2020 22:58:41";"uninstallation";"update";"KB4534276";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L616"
"04.03.2020 22:58:24";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-FING-L508"
"04.03.2020 22:58:24";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L508"
"04.03.2020 22:58:24";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20058)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L508"
"04.03.2020 22:58:24";"uninstallation";"program";"Google Chrome";"67.208.87";"Google LLC";"Google Chrome";"NYC-FING-L508"
"04.03.2020 22:58:24";"uninstallation";"program";"Adobe Acrobat DC";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L508"
"04.03.2020 22:58:24";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-FING-L508"
"04.03.2020 22:58:24";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-FING-L508"
"04.03.2020 22:54:35";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-BXII-L388"
"04.03.2020 22:54:35";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-BXII-L388"
"04.03.2020 22:54:29";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-TACT-L180"
"04.03.2020 22:54:25";"uninstallation";"program";"KACE Agent";"9.0.181";"Quest Software Inc.";"KACE Agent";"NYC-GSO-L204"
"04.03.2020 22:54:25";"installation";"program";"KACE Agent";"10.1.43";"Quest Software Inc.";"KACE Agent";"NYC-GSO-L204"
"04.03.2020 22:49:50";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-GSO-L546"
"04.03.2020 22:49:50";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-GSO-L546"
"04.03.2020 22:49:50";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-GSO-L546"
"04.03.2020 22:49:50";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-GSO-L546"
"04.03.2020 22:49:49";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L827"
"04.03.2020 22:49:49";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.010.20069";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L827"
"04.03.2020 22:49:49";"uninstallation";"update";"Adobe Acrobat DC
 (19.010.20069)";"19.010.20069";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L827"
"04.03.2020 22:48:43";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-BAAM-L871"
"04.03.2020 22:48:43";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-BAAM-L871"
"04.03.2020 22:48:43";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-BAAM-L871"
"04.03.2020 22:48:43";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-BAAM-L871"
"04.03.2020 22:44:48";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-BXII-L304"
"04.03.2020 22:44:48";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-BXII-L304"
"04.03.2020 22:44:48";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"NYC-BXII-L304"
"04.03.2020 22:42:16";"installation";"update";"KB4523202";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L260"
"04.03.2020 22:42:16";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.010.20069";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-GSO-L260"
"04.03.2020 22:42:16";"installation";"update";"KB4534318";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L260"
"04.03.2020 22:40:42";"installation";"update";"KB4534318";"-";"Microsoft Corporation";"Windows Update";"NYC-BAAM-L776"
"04.03.2020 22:40:42";"installation";"update";"KB4523202";"-";"Microsoft Corporation";"Windows Update";"NYC-BAAM-L776"
"04.03.2020 22:36:17";"installation";"update";"KB4523202";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L693"
"04.03.2020 22:36:17";"installation";"update";"KB4534318";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L693"
"04.03.2020 22:36:17";"uninstallation";"update";"KB4534276";"-";"Microsoft Corporation";"Windows Update";"NYC-PEQG-L693"
"04.03.2020 22:36:17";"uninstallation";"program";"Google Chrome";"78.0.3904.87";"Google LLC";"Google Chrome";"NYC-PEQG-L693"
"04.03.2020 22:36:17";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-PEQG-L693"
"04.03.2020 22:34:08";"installation";"update";"KB4534318";"-";"Microsoft Corporation";"Windows Update";"NYC-INFR-L022"
"04.03.2020 22:34:08";"uninstallation";"update";"KB4534276";"-";"Microsoft Corporation";"Windows Update";"NYC-INFR-L022"
"04.03.2020 22:33:43";"installation";"update";"KB4494174";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L534"
"04.03.2020 22:33:43";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L534"
"04.03.2020 22:33:43";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L534"
"04.03.2020 22:33:38";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L855"
"04.03.2020 22:33:38";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L855"
"04.03.2020 22:33:38";"uninstallation";"program";"Adobe Acrobat DC";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L855"
"04.03.2020 22:33:38";"uninstallation";"program";"Google Chrome";"67.208.87";"Google LLC";"Google Chrome";"NYC-REAL-L855"
"04.03.2020 22:33:38";"installation";"program";"Google Chrome";"79.0.3945.130";"Google LLC";"Google Chrome";"NYC-REAL-L855"
"04.03.2020 22:33:38";"installation";"program";"Adobe Acrobat DC";"19.021.20061";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L855"
"04.03.2020 22:32:48";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L842"
"04.03.2020 22:32:48";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L842"
"04.03.2020 22:32:48";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L842"
"04.03.2020 22:32:48";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L842"
"04.03.2020 22:32:48";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20058)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-REAL-L842"
"04.03.2020 22:31:13";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.010.20069";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-GSO-L475"
"04.03.2020 22:31:13";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-GSO-L475"
"04.03.2020 22:31:13";"uninstallation";"update";"Adobe Acrobat DC
 (19.010.20069)";"19.010.20069";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-GSO-L475"
"04.03.2020 22:26:58";"installation";"update";"KB4534318";"-";"Microsoft Corporation";"Windows Update";"NYC-FING-L987"
"04.03.2020 22:26:58";"uninstallation";"update";"KB4534276";"-";"Microsoft Corporation";"Windows Update";"NYC-FING-L987"
"04.03.2020 22:26:49";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L849"
"04.03.2020 22:26:49";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-REAL-L849"
"04.03.2020 22:25:40";"installation";"update";"KB4486153";"-";"Microsoft Corporation";"Windows Update";"NYC-INFR-L076"
"04.03.2020 22:25:40";"installation";"update";"KB4532691";"-";"Microsoft Corporation";"Windows Update";"NYC-INFR-L076"
"04.03.2020 22:25:40";"installation";"update";"KB4465065";"-";"Microsoft Corporation";"Windows Update";"NYC-INFR-L076"
"04.03.2020 22:25:40";"installation";"update";"KB4537759";"-";"Microsoft Corporation";"Windows Update";"NYC-INFR-L076"
"04.03.2020 22:25:40";"uninstallation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-INFR-L076"
"04.03.2020 22:24:17";"installation";"update";"KB4523202";"-";"Microsoft Corporation";"Windows Update";"NYC-PWM-L076"
"04.03.2020 22:24:17";"installation";"update";"KB4534318";"-";"Microsoft Corporation";"Windows Update";"NYC-PWM-L076"
"04.03.2020 22:24:17";"uninstallation";"update";"KB4534276";"-";"Microsoft Corporation";"Windows Update";"NYC-PWM-L076"
"04.03.2020 22:24:15";"installation";"update";"Adobe Acrobat DC
 (19.021.20061)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-BAAM-L949"
"04.03.2020 22:24:15";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-BAAM-L949"
"04.03.2020 22:24:15";"installation";"update";"KB4523204";"-";"Microsoft Corporation";"Windows Update";"NYC-BAAM-L949"
"04.03.2020 22:24:15";"uninstallation";"update";"Adobe Acrobat DC
 (19.021.20058)";"19.021.20058";"Adobe Systems Incorporated";"Adobe Acrobat DC";"NYC-BAAM-L949"
"04.03.2020 22:24:15";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-BAAM-L949"
"04.03.2020 22:24:06";"installation";"update";"KB4534321";"-";"Microsoft Corporation";"Windows Update";"NYC-FING-L700"
"04.03.2020 22:24:06";"uninstallation";"update";"KB4534273";"-";"Microsoft Corporation";"Windows Update";"NYC-FING-L700"
"04.03.2020 22:21:17";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"LDN-REAL-L555"
"04.03.2020 22:21:17";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"LDN-REAL-L555"
"04.03.2020 22:21:17";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"LDN-REAL-L555"
"04.03.2020 22:21:17";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"LDN-REAL-L555"
"04.03.2020 22:20:45";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"HKG-PEQG-L123"
"04.03.2020 22:20:45";"uninstallation";"program";"Microsoft Store";"12002.1001.1.0";"Microsoft Corporation";"Microsoft Store";"HKG-PEQG-L123"
"04.03.2020 22:20:45";"installation";"program";"Store Experience Host";"12003.1001.1.0";"Microsoft Corporation";"Store Experience Host";"HKG-PEQG-L123"
"04.03.2020 22:20:45";"installation";"program";"Microsoft Store";"12003.1001.1.0";"Microsoft Corporation";"Microsoft Store";"HKG-PEQG-L123"
"04.03.2020 22:19:17";"uninstallation";"program";"Store Experience Host";"12002.1001.1.0";"Microsoft Corporation";"Store Experience Host";"NYC-FING-L404"
